title,description,category,subCategory,url,isPaid,price,avgRating,numSubscribers
A SAS BASE certification course for absolute SAS Beginners,with the most complete topics to pass SAS BASE certification exam + advanced topics SAS Macro and SAS SQL (Proc SQL),IT & Software,IT Certification,/sas-programming-for-beginners/,true,"₹6,400",4.26496,2567
Learning Path: Modern DevOps,"Move into the modern DevOps world with Git, Docker, and Puppet",Development,Databases,/modern-devops/,true,"₹12,800",4.01923,4607
The Complete Value Investing Course (Updated 2018),"Copy & Paste Value Investing System - How to Find Cheap Stocks, Perform Financial Statement Analysis & Company Valuation",Business,Finance,/value-investing-essential-guide-to-picking-stocks/,true,"₹12,800",4.55714,4378
Master  MYSQL from Scratch,"Every IT Job needs SQL Knowledge, and this course fullfills that requirement by teaching everthing from scratch",Development,Software Testing,/database-testing-tutorial/,true,"₹9,600",4.27119,3633
Learn Python Programming From Scratch,A Great Resource to Start and Master Python Development,Development,Programming Languages,/learn-python-programming-from-scratch/,true,"₹1,920",4.38889,30483
3ds Max Mastery in 7 Hrs: Project Based Intro for Beginners,Use 3ds Max to follow along with these diverse 3d projects and finish with a strong knowledge of 3d software and tools,Design,3D & Animation,/learn-3ds-max/,true,"₹4,160",4.39908,3760
"Complete Guide To Making Apps: 250,000+ Downloads",Learn how to create a successful mobile app business without prior experience,Development,Mobile Apps,/complete-guide-to-making-apps-how-i-got-over-250k-downloads/,true,"₹12,480",4.75,16104
Using Open Source Tools to Create an Enterprise GIS,"Create an enterprise GIS with Postgres SQL, QGIS, and PostGIS to manage users, and support multiple GIS software clients",IT & Software,Other,/enterprise-gis/,true,"₹3,200",4.38542,2515
Bootstrap Rapid web development framework HTML CSS JS,In this complete course students will learn how utilize Bootstrap to create webpages.  HTML CSS JavaScript jQuery,Design,Web Design,/bootstrap-4-website/,true,"₹12,800",4.05,58459
Mastering IELTS Writing: Task 2 (Band 9 Model Answers),Ten full-length model essay walkthroughs looking at all the question types of IELTS Writing Task 2,Teaching & Academics,Language,/mastering-ielts-writing-task-2-band-9-model-answers/,true,"₹6,400",4.70056,2451
Start Your Own Business Repairing Cell Phones,This course teaches you step-by-step how to repair cell phones as well as how to make money repairing cell phones. ,IT & Software,Hardware,/start-your-own-business-repairing-cell-phones/,true,"₹3,200",3.76923,2737
Introduction to Financial Modeling for Beginners,Learn how to build your first financial models in Excel from scratch.,Business,Finance,/intro-to-financial-modeling/,true,"₹6,720",4.19767,10478
Introduction to Managerial Accounting,Introduction to accounting for managers and MBA students. Learn managerial and cost accounting.,Business,Finance,/introduction-to-cost-accounting/,true,"₹1,280",4.35,6230
"Data Analytics: SQL for newbs, beginners and marketers","Dominate data analytics, data science, and big data",Business,Data & Analytics,/sql-for-marketers-data-analytics-data-science-big-data/,true,"₹3,840",4.30102,3662
PSD to Responsive HTML5: Beginner to Advanced,Learn modern web development and convert a photoshop design to a responsive animated HTML5 and CSS3 website from scratch,Development,Web Development,/psd-to-html5-beginner-to-advanced/,true,"₹7,040",4.44681,3138
Professional Ruby on Rails Developer with Rails 5,"Ruby on Rails - Imagine, design, build web apps and bring your dreams to life with Rails 5",Development,Web Development,/pro-ruby-on-rails-rails5/,true,"₹12,800",4.3375,4997
Forex Trading: Your Complete Guide to Get Started Like a Pro,Forex Trading Program - Learn How to be a Successful Trader in the Currency Market - With Live Examples on MetaTrader 4,Business,Finance,/forex-trading-your-complete-guide-to-get-started-like-a-pro/,true,"₹8,960",4.65468,2631
Affiliate CPA Masterclass - 2018 Newbie Friendly,Autopilot Clickbank marketing method for newbies and experienced.,Marketing,Affiliate Marketing,/autopilot-affiliate-cpa-marketing-method-make-money-online/,true,"₹1,600",3.86364,21611
Waterfall to Agile Project Management: A Step By Step Guide,Learn the difference between traditional waterfall and agile methodologies and what it takes to transition between them,Business,Project Management,/waterfall-to-agile-project-management-a-step-by-step-guide/,true,"₹11,840",4.13043,4097
Adobe Photoshop CC Retouching and Effects Masterclass,Five Courses in One! Photoshop Retouching + Effects for Portrait Photography and More. Learn the Essentials to Advanced!,Design,Design Tools,/photoshop-portrait-photography-techniques/,true,"₹6,080",4.31333,44914
The Ethical Hacking Starter Kit: 12 Techniques,This course is focused on practice and will help you learn the basic techniques of Ethical Hacking & Penetration Testing,IT & Software,Network & Security,/the-ethical-hacking-starter-kit-/,true,"₹12,480",3.05,12083
Marketing: How to Market Yourself as a Coach or Consultant,"Learn How To Package, Brand, Market, & Sell Your Services to Create an Enjoyable, Profitable, Successful Business",Marketing,Marketing Fundamentals,/how-to-market-yourself-as-a-coach-or-consultant/,true,"₹12,800",4.65957,9331
How to Pass Certification Exams with Strategic Test Taking!,"Study smarter and pass your ITIL, A+, Network+, Security+, Certified Ethical Hacker (CEH), CISSP, or other exams easier!",Teaching & Academics,Test Prep,/better-testing/,true,"₹12,800",4.67857,2367
The 1-Hour Modbus RS485 Primer,Learn How to Interconnect Modbus Devices on an RS485 Network in just 1 HOUR!,IT & Software,Network & Security,/the-1-hour-modbus-rs485-primer/,true,"₹1,280",4.46512,1258
Business Analyst: Land Your First Business Analyst Position,"Find the perfect Business Analyst job, create a compelling resume, ace the interview, and negotiate a competitive salary",Business,Data & Analytics,/5-steps-to-becoming-a-business-analyst/,true,"₹4,160",4.40909,2772
Microsoft AZ-100: Azure Infrastructure and Deployment Exam,Be one of the first to pass the new Microsoft Azure AZ-100 test and start your Azure Administrator certification journey,IT & Software,IT Certification,/az-100-skylines-academy/,true,"₹5,120",4.4181,2432
Song Science #2: The Complete Songwriting Chord Guide,Learn how to use advanced chords and understand practical music theory! Become a more advanced songwriter,Music,Music Fundamentals,/songtheory2/,true,"₹6,400",4.58871,3657
Kotlin for Android & Java Developers: Clean Code on Android,"Become a professional Kotlin developer and write cleaner code in your Android apps than in Java, avoid boilerplate code",Development,Mobile Apps,/kotlin-android/,true,"₹12,800",4.53977,2670
Efficient Java Multithreading with Executors,Learn how to use the modern Executors framework to do everything that you can do with the Threads API ... and more!,Development,Programming Languages,/efficient-java-multithreading-with-executors/,true,"₹3,840",4.01087,3659
Performance Testing-JMeter -Best for beginner-Live App-15+hr,"JMeter4 Coverage, End-End coverage of Jmeter performance testing/ Load Testing, Beanshell scripting, Jmeter API testing",Development,Software Testing,/basic-to-expert-jmeter/,true,"₹9,600",4.28632,2929
Rapid Prototyping for Entrepreneurs| Build a Demo in 2 hours,"Learn how to wireframe and create realistic interactive prototypes in just 2 hours, all without using code.",Business,Entrepreneurship,/rapid-prototyping-for-entrepreneurs-build-a-demo-in-2-hours/,true,"₹6,080",4.60204,27907
The Ultimate AWS Certified Solutions Architect - Associate,"Pass the AWS certification exam by mastering the most important AWS services: IAM, EC2, Route 53 (DNS), VPC, and RDS.",IT & Software,IT Certification,/the-ultimate-aws-certified-solutions-architect-associate/,true,"₹11,200",4.25238,3225
Exchange Server 2016 Administration with Real life scenarios,"Learn to Plan, Design, Troubleshoot and Implement Exchange Server 2016 for your production environment.",IT & Software,IT Certification,/exchange-server-2016-learn-to-become-expert/,true,"₹1,280",4.19737,9937
Complete Hypnotherapy & Hypnosis Certification Diploma,An in depth & practical course to give you the skills to help others using Hypnotherapy. Easy & effective techniques.,Personal Development,Personal Transformation,/complete-hypnotherapy-hypnosis-certification-course/,true,"₹6,080",4.55615,3288
Paul and His Letter to the Galatians,"The Apostle Paul's earliest epistle in the New Testament is to the Galatians-- powerful, insightful, and foundational.",Teaching & Academics,Humanities,/paul-and-his-letter-to-the-galatians/,true,"₹10,880",4.7,2748
T-Shirt Design Workshop 02: Mixed Media Design,"Create T-Shirt Designs using Photoshop, Illustrator, and hand-drawing techniques.",Design,Graphic Design,/t-shirt-design-workshop-part-2/,true,"₹1,600",4.56522,2545
Effective use of Outlook 2013,Save time and become more organized with better work methods and more effective use of Microsoft Outlook 2013. ,Office Productivity,Microsoft,/effectiveoutlook2013/,true,"₹1,280",4.35714,2349
Learn JavaScript for beginners,Explore the fundamental concepts of JavaScript and how to being adding JavaScript to your web pages,Development,Web Development,/learn-javascript-course/,true,"₹12,800",4.40385,38559
StichMethod Blues Master Class Part 1.,Finding a Teacher who Can REALLY EXPLAIN the Guitar is Rare... This will NOT Disappoint.,Music,Music Fundamentals,/stichmethod-blues-master-class-part-1/,true,"₹1,600",4.81818,1885
Learn Meditation with Certification to Guide + 10 MP3 Audios,"Learn meditation for stress relief, mindfulness, anxiety and more! Includes 10 guided audios & optional certification ♥",Health & Fitness,Meditation,/learn-to-meditate/,true,"₹6,720",4.73394,2591
Ultimate Microsoft Project 2016 Course - Beginner to Expert,18 Hours of Training. The Most Convenient Way to Boost Your Confidence And Learn MS Project 2016 Inside And Out—Quickly,Office Productivity,Microsoft,/ultimate-microsoft-project-2016-course-beginner-to-expert/,true,"₹12,800",4.28761,3840
Learn to Develop for Cloud with Pivotal Cloud Foundry,Cloud computing is today and the future of software development.Learn to work and develop applications with Cloud now!,Development,Software Engineering,/learn-to-develop-for-cloud-with-pivotal-cloud-foundry/,true,"₹4,480",4.0625,2446
Build a Serverless App with AWS Lambda - Hands On!,"Create a chat web app using Amazon Web Services - Lambda, DynamoDB, API Gateway, S3, Cognito, CloudFront, and more.",Development,Software Engineering,/build-a-serverless-app-with-aws-lambda-hands-on/,true,"₹9,600",4.57037,5011
Branding You™: How to Build Your Multimedia Internet Empire,"Learn to build & expand a business across 5+ key platforms (Kindle, Podcast, Udemy, Email & more)",Business,Home Business,/branding-you-building-an-internet-business/,true,"₹12,480",4.42105,7465
Unity: From Master To Pro By Building 6 Games,Take Your Unity Skills To The Next Level And Become A Pro Game Developer By Building 6 Games From Scratch,Development,Game Development,/create-a-2d-platformer-game-with-unity/,true,"₹11,840",4.06522,8914
Complete Vehicle Production in Blender,"A comprehensive step-by-step guide to 3D car modeling, shading, and rendering in Blender",Design,3D & Animation,/complete-vehicle-production-in-blender/,true,"₹2,240",4.6875,3566
Business Analysis & Scrum Agile for Business Analysts-2018,"Learn Business Analysis & Scrum Agile-Learn BA knowledge Areas, BRD, Scrum fundamentals like scrum roles, Scrum events.",IT & Software,IT Certification,/business-analysis-for-everyone/,true,"₹11,200",4.14935,3472
WebServices/REST API Testing -SoapUI +Realtime Project|23+hr,"Detailed Groovy + Certification Coverage + Soapui tutorial, Rest API Testing, Soap UI Free & Pro",Development,Software Testing,/soapui-with-groovy-with-realtime-projects/,true,"₹11,840",4.26667,2249
The Art & Science of Drawing / DYNAMIC MARK MAKING,Create compelling drawings using expressive mark making.,Lifestyle,Arts & Crafts,/the-art-science-of-drawing-week-two-dynamic-mark-making/,true,"₹1,600",4.70073,4217
NativeScript for the Angular 2 Developer,Build native iOS and Android mobile applications using Angular 2,Development,Mobile Apps,/nativescript-for-the-angular-2-developer/,true,"₹3,200",4.03571,3477
Investing Success: Learn Keys From A Millionaire Investor!,"Learn insights to investing in stocks, bonds, mutual funds, real estate, ETF for retirement from a millionaire investor.",Personal Development,Personal Finance,/investing-success/,true,"₹12,800",4.42262,8766
Triple Your Job Interviews - My Huge Job Interview Secret,"In 2018, getting 3 - 6 interviews a week is easy if you use LinkedIn to bypass HR and apply directly to hiring managers.",Personal Development,Career Development,/triple-your-job-interviews/,true,"₹2,240",4.2619,6455
"Learning Path: Automation with Ansible, Puppet, and Salt","Use popular automation tools for a scalable, reliable, and secure IT environment.",IT & Software,Network & Security,/learning-path-automation-with-ansible-puppet-and-salt/,true,"₹12,800",4.2,4895
Personal Financial Well-Being,Understanding Your Financial Life,Personal Development,Personal Finance,/personal-financial-well-being/,true,"₹1,280",4.59259,3270
Use the Magic Multiple Moving Average Forex Trading system,"The Magic Multiple Moving Average Forex System has become very popular due to it being so simple, visual and very easy ",Business,Finance,/the-magic-multiple-moving-average-forex-trading-system/,true,"₹3,200",4.33333,3605
Salesforce Service Cloud Consultant Certification Course,Get Certified as a Salesforce Service Cloud Consultant and Implement the Lightning Service Console and Build Survey App,IT & Software,IT Certification,/salesforce-service-cloud-certification/,true,"₹12,800",4.35928,3558
"Ethical Hacking for Mobile Phones, Facebook & Social Media!","Complete Guide to systems, phones and Facebook hacking with Kali Linux, using client exploitation techniques.",IT & Software,Network & Security,/advanced-real-world-hacking-with-practical-videos/,true,"₹4,160",4.2381,31092
"AWS Machine Learning, AI, SageMaker - With Python",Learn about cloud based machine learning algorithms and how to integrate with your applications,Business,Data & Analytics,/aws-machine-learning-a-complete-guide-with-python/,true,"₹12,800",4.14286,5627
Blender Character Creator: Rigging Humanoid 3D Characters,"Learn Blender basics, 3D rigging and exporting to game engines such as Unity.",Development,Game Development,/blendercharacters/,true,"₹6,400",4.57087,6085
Learn to Play Saxophone: Beginner to Pro in Under Four Hours,"Master the art of Saxophone!  Cover a year's worth of private lessons in just a few hours, for a fraction of the cost.",Music,Instruments,/saxophone-a-beginners-guide/,true,"₹3,200",4.63415,2864
PHP Login and Registration System - Email Confirm Activation,AMAZING complete Login and Registration System in PHP and MySQL by Edwin Diaz,Development,Web Development,/php-mysql-login-and-registration-system-with-email-confirm-activation/,true,"₹6,400",4.54839,3484
The Essential Web Developer Course - Build 12 Websites,"From an absolute beginner, to a certified Web developer, this course will teach you the ABCs of Web development. ",Development,Web Development,/the-essential-web-developer-course/,true,"₹12,800",4.55,9744
Mastering wine - Jancis Robinson's Shortcuts to Success,FULL COURSE: Renowned wine expert Jancis Robinson teaches you how to feel confident about wine in any situation,Lifestyle,Food & Beverage,/mastering-wine-jancis-robinsons-shortcuts-to-success/,true,"₹12,800",4.61905,2176
The Complete Android + Kotlin Developer Course™ : 2018,"Learn Android Kotlin Development to build amazing apps: an Online Quiz App, a Pokemon Go clone, an E-Commerce App...",Development,Mobile Apps,/complete-kotlin-android-developer-course-tutorial/,true,"₹1,280",4.66197,9871
Learn C++ Programming from Beginner to Expert : 2018,Specially designed for people who don't have any knowledge about programming & want to learn C++ from scratch,IT & Software,Other,/c-for-beginners-concise-and-practical/,true,"₹12,800",4.73186,2956
Bootstrap Basics: Program Responsive Websites,"Learn to hand-code your first responsive website with this popular, free and open-source framework in 3 hours.",Development,Web Development,/code-responsive-website-twitter-bootstrap/,true,"₹4,800",4.6,5184
Excel Formulas & Functions - Find Answers in Your Excel Data,"Excel Training-How to Use Formulas and Functions in Excel Spreadsheets-Learn on Excel 2010, Excel 2013, or Excel 2016",Office Productivity,Microsoft,/excel-2010-formulas-and-functions-how-to-use-excel-tutorial/,true,"₹3,200",4.21579,13283
From 0 to 1: Hive for Processing Big Data,"End-to-End Hive : HQL, Partitioning, Bucketing, UDFs, Windowing, Optimization, Map Joins, Indexes",Business,Data & Analytics,/from-0-to-1-hive/,true,"₹6,400",4.02632,4761
Data Structures and Algorithms Through C# In Depth,Learn Data Structures and Algorithms in C# to provide efficient solutions to complex problems,Development,Software Engineering,/data-structures-and-algorithms-in-csharp/,true,"₹9,600",3.84444,2381
A Complete Guide to Building Your Network by Keith Ferrazzi,Learn how to develop the strong personal relationships that you'll need to achieve your goals.,Personal Development,Career Development,/a-complete-guide-to-building-your-network-by-keith-ferrazzi/,true,"₹6,400",4.56667,2873
Intro to Abstract Painting #1 and #2,Painting Acrylic Abstract Art; Find your Creativity with easy to follow Demos on how I create popular abstract paintings,Lifestyle,Arts & Crafts,/how-to-paint-abstracts/,true,"₹6,400",4.0678,6377
Become a Trigonometry Master,"Learn everything from Trigonometry and Precalculus, then test your knowledge on 150+ quiz questions",Teaching & Academics,Math,/trig-by-krista-king/,true,"₹6,400",4.54412,8401
The complete React Fullstack course,"Take you coding to the next level with React, Node js, MongoDB, Firebase, Webpack and ES6",Development,Web Development,/the-complete-react-fullstack-course/,true,"₹5,120",4.46354,2823
Java 9 Masterclass - Beginner to Expert -Updated for 2018-19,"Java 9 - Building Java FX, Springboot and Vaadin Java Applications. Includes Advanced Java Concepts",Development,Programming Languages,/the-complete-java-9-masterclass-beginner-to-expert/,true,"₹12,800",4.36111,8410
How to Build Self-Discipline,Resist Temptations and Reach Your Long-Term Goals,Personal Development,Personal Transformation,/how-to-build-self-discipline/,true,"₹1,600",4.38462,7154
Become a Professional Programmer,"Learn programming with HTML5, CSS3, Python, Swift, Google Go, Java, Perl, C++, Ruby on Rails and more.",Development,Programming Languages,/become-a-programmer/,true,"₹12,800",4.33333,5224
Salesforce Lightning Component,Learn with a Real Time Project and develop a portal using lightning component,IT & Software,IT Certification,/learn-lightning-components-from-scratch/,true,"₹12,800",4.47131,1917
AJAX using Javascript and JQuery + 2 Projects,"Learn AJAX and Develop a Cool Group Chat Application using AJAX with the help of Jquery , Javascript, PHP and MySQL",IT & Software,Other,/learn-ajax-using-javascript-jquery-in-2-hrs-2-projects/,true,"₹1,280",3.7,5529
Dialectical Behaviour Therapy (DBT) Certificate,"Counselling and psychology approaches, theoretical knowledge and practice for counsellors to be, work from home / online",Teaching & Academics,Social Science,/dbt-certificate/,true,"₹7,360",4.19118,2285
Bootstrap 4 Beginners: Code a Responsive Landing Page,"Learn how to code a fully responsive professional landing page in bootstrap 4, from scratch, using HTML & CSS",Development,Web Development,/bootstrap-4-beginners-code-a-responsive-landing-page/,true,"₹1,920",4.42391,2221
Master Advanced High End Beauty Retouching in Photoshop,Photoshop High End Beauty Retouch - Learn Professional Beauty Retouching Techniques and Get Desired Magazine Covers Look,Design,Design Tools,/beauty-retouching/,true,"₹12,800",4.26923,29157
JavaScript Design Patterns: 20 Patterns for Expert Code,Dive deep into JavaScript design patterns to write brilliant code for a wide array of real-world programming situations,Development,Web Development,/javascript-design-patterns-20-patterns-for-expert-code/,true,"₹6,080",3.76471,4309
Advanced Automation Testing with Quick Test Pro (QTP) or UFT,Become an expert automation tester through this award winning HP Quick Test Professional (QTP)/ UFT course,Development,Software Testing,/automation-testing-using-quick-test-pro-qtp-training/,true,"₹3,520",4,3424
Become a Geometry Master,"Learn everything from Geometry, then test your knowledge on 120+ quiz questions",Teaching & Academics,Math,/geometry-basics/,true,"₹6,400",4.56494,6917
Modern Copywriting: Writing copy that sells in 2018,Learn how to strategically deliver words that get people to take action using the art and science of copywriting.,Marketing,Marketing Fundamentals,/modern-copywriting-writing-copy-that-sells-in-2018/,true,"₹12,800",4.44615,13166
Becoming A Writer,Writing Warm-Up Exercises - Learn The Basics Of Great Non-Fiction Writing In Three Minutes A Day,Business,Communications,/becoming-a-writer-exercises/,true,"₹1,280",4.25,14944
Adobe InDesign CC Tutorial - Beginners to Advanced Tutorial,Master the art of creative page layout with Adobe InDesign CC. InDesign training Taught by a leading Certified Trainer,Design,Design Tools,/adobe-indesign-cc-tutorial/,true,"₹3,200",4.44444,12585
Excel 2016 (365) Intermediate Training Course | Office 365,Go beyond the Excel 2016 basics. Excel 2016 is included with Microsoft Office 365,Office Productivity,Microsoft,/excel-2016-intermediate-training-videos/,true,"₹12,800",4.5,18577
AJAX : Let's build a COOL project,"AJAX: On this course you will get hands on a real AJAX project with PHP, MySQL, Javascript and jQuery.",Development,Web Development,/ajax-for-beginners-with-jquery-php-mysql-tutorial/,true,"₹4,480",4.62857,5049
Double Your Productivity and Get Important Things Done,Productivity Course: Boost Productivity. Get Things Done. Procrastination. Time Management. Productivity Tools.,Personal Development,Productivity,/double-your-productivity-and-get-important-things-done/,true,"₹9,600",4.25862,11642
Excel VBA Macros: Hyper-disambiguated Excel VBA Programming,"Learn Excel VBA macros, using clean, clear VBA programming techniques and code that you fully understand",IT & Software,Other,/hyper-disambiguated-excel-vba-programming/,true,"₹8,000",4.20588,4591
"Leadership, management & entrepreneurship in the 21 Century","Combining leadership, management & entrepreneurship skills, discover the 21 Principles of 21st Century Leadership.",Business,Management,/the21principles/,true,"₹4,800",4.21739,27370
Learn Inkscape now - create vector graphics for free!,Design everything you need for free! First ever complete Inkscape video course from A-Z for beginners!,Design,Design Tools,/learn-to-use-inkscape/,true,"₹3,840",4.42647,4982
How to Start and Run a Web Hosting Business from Home,Learn how to create a web hosting business or add web hosting to your existing services.,Business,Home Business,/start-a-web-hosting-business/,true,"₹6,400",4.13793,5636
React Native Expo from Beginner to Pro :: Also with MeteorJS,New to programming? Want to create awesome apps? This is the perfect course for you.,Development,Mobile Apps,/react-native-expo-from-beginner-to-pro-also-with-meteorjs/,true,"₹1,920",4.40361,24360
Complete Secure Shell Course,This course is made for Linux admins who seek to secure their Linux work environment by mastering Linux SSH security,IT & Software,Network & Security,/almost-everything-about-secure-shell/,true,"₹3,200",4.67647,8480
"Build an app with React, Redux and Firestore from scratch","Learn how to build a web app with React, Redux and Firestore from beginning to publishing",Development,Web Development,/build-an-app-with-react-redux-and-firestore-from-scratch/,true,"₹12,160",4.67598,2527
Time Management & Productivity,The Eisenhower Decision Matrix: Learn to Manage Urgency and Importance and Get More Done.,Personal Development,Productivity,/time-management-productivity/,true,"₹3,200",4.1,10060
Dominate GMAT Verbal - Comprehensive GMAT Verbal Prep Course,"A comprehensive prep course giving you all of the strategies, content, and tips to master the verbal section of the GMAT",Teaching & Academics,Test Prep,/dominate-gmat-verbal/,true,"₹3,200",4.36328,3250
"2019 YouTube Marketing & YouTube SEO To Get 1,000,000+ Views","YouTube marketing to grow your subscribers & video views with YouTube SEO, recommendation algorithms, ads & YouTube live",Marketing,Video & Mobile Marketing,/youtube-success-tips-how-to-get-views/,true,"₹12,800",4.42537,6136
AWS Certified Solutions Architect - Professional 2019,All you need to master AWS Solutions Architect - Professional certification,IT & Software,IT Certification,/aws-certified-solutions-architect-professional/,true,"₹2,240",3.90777,3564
Master the MEAN Stack - Learn By Example,"Learn Full Stack JavaScript. Using AngularJS, Node.js, Express and MongoDB we will Build a MEAN-based Web Application.",Development,Web Development,/master-the-mean-stack/,true,"₹12,480",3.95,32011
How to Succeed with Kindle Short Reads,"Use Amazon Kindle Short Reads to target more categories, keywords & readers, and build bigger email lists more easily.",Business,Communications,/how-to-succeed-with-kindle-short-reads/,true,"₹6,080",4.59091,2503
The NEW 2019 Complete Growth Hacking & Conversion Course,"100+ Techniques, Strategies & Walkthroughs to Increase Growth, Conversion, Leads, Clicks and Sales",Marketing,Growth Hacking,/growth-hacking-conversion/,true,"₹12,480",4.17143,7527
Learn To Create An RPG Game In Unity,Game development made easy. Learn C# using Unity and create your very own classic RPG!,Development,Game Development,/unity2drpg/,true,"₹12,480",4.50319,3821
Logo Designing for Your Business in an Hour,Make awesome business logos and call-to-action buttons easily.,Design,Graphic Design,/logo-designing-side-business/,true,"₹1,280",3.95833,33051
Cisco  CCNA & NEW CCENT / ICND1 (100-105) Labs & More!,These Labs will prepare the student to practice and pass the simulations part of Cisco's new CCENT o ICND1 certification,IT & Software,IT Certification,/cisco-ccna-200-120-labs-gateway-to-success/,true,"₹1,280",4.18182,8152
Informatica Power Center Administration,Learn the day to day activities required for you to be an Informatica Administrator,IT & Software,IT Certification,/informatica-power-center-administration/,true,"₹12,800",4.20455,3184
SOLID Software Architecture: Complete Guide with Coding Examples,"Become a better developer: Learn software architecture techniques and develop code that is more robust, flexible, understandable and maintainable.",Development,Software Engineering,/solid-software-architecture-complete-guide-with-c-examples/,true,"₹2,880",4,3041
Affiliate Marketing Domination: Become A Super Affiliate,"Build and bulletproof your affiliate marketing business, and learn what it takes to become a 6-figure super affiliate.",Business,Entrepreneurship,/affiliate-marketing-domination-become-a-super-affiliate/,true,"₹12,800",4.34746,13921
Java Programming Fundamentals,A step-by-step beginner's guide to programming in Java,Development,Programming Languages,/java-programming-fundamentals/,true,"₹1,280",4.26667,10692
Learn How To Design A Killer Landing Page Without Coding,"Learn How to Design, Publish & A/B Test High-converting Landing Pages With This Best-Selling Landing Page Course.",Marketing,Digital Marketing,/the-complete-course-on-building-killer-landing-pages/,true,"₹3,200",4.65385,2939
Android Development Working With Databases Using Mysql & PHP,In this complete course students will learn android development by working with databases using Mysql and PHP,Development,Mobile Apps,/android-development-course/,true,"₹12,800",4.03125,47806
"Learn to color with Photoshop / COMIC BOOKS, MANGA, PINUPS",Learn Photoshop coloring from a professional colorist!,Lifestyle,Arts & Crafts,/coloringcomics/,true,"₹3,200",4.72131,3005
GIMP 2.8/2.10: Beginner-Advanced GIMP on Windows/MacOS/Linux,"GIMP 2.8/2.10 Beginner-Advanced: Free GIMP graphic design: Windows/Mac OS/Linux: GIMP Photography, drawing & book covers",Photography,Photography Fundamentals,/gimp-for-beginners-complete-project-based-training-series/,true,"₹12,800",4.34375,10164
Primavera P6 Advanced Training,Learn the advanced scheduling functions of Primavera P6.,Business,Project Management,/primavera-p6-advanced-course/,true,"₹6,400",4.42361,1868
"Selenium WebDriver - Java, Cucumber BDD & more. Full Course!","Highest rated automation course! Learn automation testing using Selenium Webdriver, Java, Cucumber BDD, TestNG & more!",Development,Software Testing,/cucumber-bdd-selenium-java-complete-automation-course/,true,"₹12,800",4.44601,2260
Digital Marketing: The Ultimate Guide to Strategic Marketing,"Master Digital Marketing to Grow Your business with Optimization, Social Media, Analytics, SEO, PPC, Email, WebCopy, UX",Marketing,Digital Marketing,/digital-marketing-management/,true,"₹12,480",4.14085,5639
AWS Certified Solutions Architect 2018 Practice Questions,Feb 2018 Questions added. (with Over 800 Practice Test Questions),IT & Software,IT Certification,/aws-certified-solutions-architect-2018-practice-questions/,true,"₹1,280",3.96552,3244
DevOps Fundamentals: Gain Solid Understanding,"Learn the fundamentals of DevOps including the entire software development lifecycle. Agile, Scrum, and CI/CD with Demos",Development,Software Engineering,/devops-fundamentals/,true,"₹6,080",4.14407,10534
"GIMP 2.10 & 2.8 Beginner + Advanced, Learn GIMP From a Pro",Learn GIMP 2.10 from a pro photog & graphic designer.  Everything you need to know in one course.  Learn GIMP by doing.,Design,Design Tools,/gimp-made-easy/,true,"₹12,800",4.45266,5417
Project Management Fundamentals: Run projects effectively,"Learn how to effectively analyze, plan, execute, and manage projects that consistently accomplish company objectives",Business,Project Management,/project-management-fundamentals-run-projects-effectively/,true,"₹6,400",4.21171,16846
Start a Successful Security Career,"A complete program to help you start, or transition into a successful career in a cyber security",IT & Software,Network & Security,/how-to-get-a-job-in-cyber-security/,true,"₹3,200",4.48387,2010
Holistic Health and Wellness Coaching Certificate Program,Holistic Health and Wellness Coaching is Hot! Succeed Using our Complete Holistic Health and Wellness Coaching Systems.,Health & Fitness,General Health,/holistic-health-and-wellness-coaching-certificate/,true,"₹12,800",4.43514,2745
The Complete WordPress Theme Development Course,"Learn about WordPress Theme development including custom WordPress functions, page templates, tags, sidebars and more",Development,Web Development,/the-complete-wordpress-development-customization-course/,true,"₹12,800",4.47778,3629
Microsoft Project 2016 Beginner to Intermediate Course,The Most Convenient Way to Boost Your Confidence And Learn MS Project 2016 Inside And Out—Quickly,Office Productivity,Microsoft,/microsoft-project-2016-beginner-and-intermediate-training/,true,"₹10,560",4.51515,11885
The Day the Revolution Began,Reconsidering the Meaning of Jesus's Crucifixion,Teaching & Academics,Humanities,/the-day-the-revolution-began/,true,"₹7,680",4.70833,1544
Complete linear algebra: theory and implementation,"Learn concepts in linear algebra and matrix analysis, and implement them in MATLAB and Python.",Teaching & Academics,Math,/linear-algebra-theory-and-implementation/,true,"₹8,000",4.60401,4029
Lua Programming and Game Development with LÖVE,"Learn the basics of programming, then use that knowledge to create games with the beginner-friendly game engine: Love2D!",Development,Game Development,/lua-love/,true,"₹3,200",4.43452,1605
Code Mobile first websites Rapidly with Emmet & Bootstrap  4,Emmet is a plugin for text editors that helps you to write HTML and CSS code quickly and easily. Save time work more..,Development,Programming Languages,/emmet-video-tutorials/,true,"₹1,280",4.65,18678
Windows Server 2016 --  Certification 70-740 Training,A Complete Practical Training Course for Windows Server - 70-740 Certification Exam,IT & Software,IT Certification,/mastering-microsoft-windows-server/,true,"₹2,240",4.0122,2280
Cryptocurrency never losing formula - Bitcoin trading Robot,"Bitcoin trading robot - be always on a profit, or worst case scenario on zero.",Business,Finance,/cryptocurrency-never-loosing-formula-bitcoin-robot-trading/,true,"₹12,800",3.45455,4472
